,Accepted Symbol,Synonym Symbol,Scientific Name,Invasive,C:N Ratio,Growth Rate,"Height at Base Age, Maximum (feet)","Height, Mature (feet)",Leaf Retention,Nitrogen Fixation,Adapted to Coarse Textured Soils,Adapted to Medium Textured Soils,"Frost Free Days, Minimum",Moisture Use,pH (Minimum),pH (Maximum),Precipitation (Minimum),Precipitation (Maximum),"Root Depth, Minimum (inches)",Shade Tolerance,"Temperature, Minimum (°F)",Commercial Availability,Propogated by Seed,Palatable Browse Animal,Sheffields Aval
971,SOSE3,,Sophora secundiflora,,Medium,Moderate,15.0,15.0,Yes,Medium,No,Yes,200.0,Medium,6.0,9.5,8.0,24.0,24.0,Intolerant,7.0,Routinely Available,Yes,,False
972,SOAM3,,Sorbus americana,,High,Moderate,30.0,40.0,No,None,Yes,Yes,90.0,Medium,5.3,6.8,24.0,60.0,28.0,Intermediate,-38.0,Routinely Available,Yes,High,True
973,SOAU,,Sorbus aucuparia,,High,Rapid,35.0,40.0,No,None,Yes,Yes,110.0,Medium,5.5,7.5,28.0,60.0,28.0,Intermediate,-33.0,Routinely Available,Yes,,True
974,SODE3,,Sorbus decora,,High,Slow,60.0,40.0,No,None,No,No,88.0,Low,4.0,7.0,16.0,51.0,36.0,Tolerant,-50.0,Routinely Available,Yes,Medium,True
975,SONU2,,Sorghastrum nutans,SWSS,Medium,Moderate,,6.0,No,None,Yes,Yes,120.0,Medium,4.8,8.0,11.0,45.0,24.0,Intolerant,-38.0,Routinely Available,Yes,Medium,True
976,SOBI2,,Sorghum bicolor,"N'EAST, NE&GP, STATE, SWSS",Low,Rapid,,4.0,No,None,Yes,Yes,90.0,Medium,5.5,7.5,18.0,60.0,12.0,Intolerant,47.0,Routinely Available,Yes,Medium,False
977,SOBIB,,Sorghum bicolor ssp. bicolor,,Low,Rapid,,8.0,No,None,Yes,Yes,60.0,Medium,5.5,7.5,18.0,60.0,12.0,Intolerant,47.0,Routinely Available,Yes,Medium,False
978,SOBID,,Sorghum bicolor ssp. drummondii,,Medium,Rapid,,2.5,No,None,Yes,Yes,90.0,Low,5.7,6.8,17.0,40.0,9.0,Intolerant,57.0,Routinely Available,Yes,High,False
979,SOHA,,Sorghum halepense,"KY, N'EAST, NE&GP, SEEPPC, STATE, SWSS, WSWS",Medium,Rapid,,3.5,No,None,Yes,Yes,165.0,High,5.0,7.0,32.0,60.0,10.0,Intolerant,-13.0,Routinely Available,Yes,High,False
980,SPAM,,Sparganium americanum,,,Moderate,,3.2,No,None,Yes,Yes,95.0,High,4.9,7.3,35.0,50.0,8.0,Intermediate,-33.0,Routinely Available,Yes,Medium,False
981,SPEU,,Sparganium eurycarpum,,,Moderate,,4.9,No,None,Yes,Yes,95.0,High,5.0,8.5,10.0,50.0,12.0,Intermediate,-33.0,Routinely Available,Yes,Medium,False
982,SPAL,,Spartina alterniflora,"Cal-IPC, STATE",Medium,Moderate,,3.5,No,None,Yes,Yes,140.0,High,5.4,7.0,40.0,100.0,12.0,Intolerant,-23.0,Routinely Available,Yes,Low,False
983,SPBA,,Spartina bakeri,,,Moderate,,6.6,Yes,None,Yes,Yes,280.0,High,5.0,8.6,50.0,60.0,12.0,Intolerant,17.0,Routinely Available,Yes,High,False
984,SPCY,,Spartina cynosuroides,,Medium,Moderate,,8.0,No,None,Yes,Yes,210.0,High,5.8,7.5,40.0,60.0,20.0,Intolerant,-3.0,Routinely Available,No,Low,False
985,SPGR,,Spartina gracilis,,High,Moderate,,3.0,No,None,No,Yes,90.0,Medium,7.0,9.5,12.0,30.0,14.0,Intolerant,-38.0,Routinely Available,Yes,Low,False
986,SPPA,,Spartina patens,"Cal-IPC, STATE",High,Moderate,,2.0,No,None,Yes,Yes,130.0,High,5.5,7.5,36.0,65.0,10.0,Intolerant,-3.0,Routinely Available,No,Low,False
987,SPPE,,Spartina pectinata,,High,Rapid,,8.0,No,None,Yes,Yes,110.0,High,6.0,8.5,14.0,35.0,18.0,Intolerant,-38.0,Routinely Available,Yes,Low,False
988,SPSP,,Spartina spartinae,,Low,Moderate,,6.6,No,None,Yes,Yes,250.0,Medium,5.5,7.5,40.0,50.0,18.0,Intolerant,17.0,Routinely Available,Yes,,False
989,SPAL2,,Spiraea alba,,Medium,Moderate,3.0,3.0,No,None,Yes,Yes,110.0,Medium,4.3,6.8,18.0,55.0,12.0,Intermediate,-33.0,Routinely Available,Yes,Low,False
990,SPDO,,Spiraea douglasii,,High,Moderate,7.0,7.0,No,None,Yes,Yes,100.0,Low,5.5,7.5,16.0,50.0,16.0,Intolerant,-23.0,Routinely Available,Yes,Low,False
991,SPTO2,,Spiraea tomentosa,,High,Moderate,4.0,4.0,No,None,Yes,Yes,110.0,Low,4.5,7.0,30.0,60.0,14.0,Intolerant,-33.0,Routinely Available,Yes,Low,True
992,SPCE,,Spiranthes cernua,,Low,Moderate,,1.5,No,None,No,Yes,90.0,High,4.5,6.5,24.0,55.0,8.0,Intolerant,-38.0,Routinely Available,Yes,,False
993,SPPO,,Spirodela polyrrhiza,,Medium,Moderate,,,No,None,No,Yes,120.0,High,5.0,8.6,12.0,55.0,0.0,Intermediate,-38.0,Routinely Available,Yes,,False
994,SPMO,,Spondias mombin,,,Moderate,35.0,45.0,No,None,Yes,Yes,365.0,,4.8,7.9,30.0,120.0,36.0,Intolerant,30.0,Routinely Available,Yes,Medium,False
995,SPAI,,Sporobolus airoides,,Medium,Moderate,,3.0,No,None,Yes,Yes,136.0,Low,6.6,9.0,5.0,13.0,16.0,Intolerant,-38.0,Routinely Available,Yes,Low,False
996,SPCR,,Sporobolus cryptandrus,NE&GP,High,Moderate,,3.0,No,None,Yes,Yes,150.0,Low,6.6,8.0,8.0,16.0,18.0,Intolerant,-38.0,Routinely Available,Yes,Medium,False
997,SPHE,,Sporobolus heterolepis,,Medium,Moderate,,2.3,No,None,No,Yes,100.0,Low,6.0,7.2,20.0,35.0,12.0,Intermediate,-38.0,Routinely Available,Yes,Low,False
998,SPVI3,,Sporobolus virginicus,,High,Moderate,,2.0,Yes,None,Yes,Yes,365.0,Low,6.0,8.0,20.0,40.0,18.0,Intermediate,17.0,Routinely Available,No,Medium,False
999,STPA,,Stachys palustris,,High,Moderate,,3.0,No,None,Yes,Yes,125.0,High,5.7,8.0,14.0,55.0,10.0,Intermediate,-38.0,Routinely Available,Yes,,False
1000,STTE,,Stachys tenuifolia,,High,Moderate,,25.0,No,None,Yes,Yes,125.0,High,5.7,7.4,28.0,55.0,10.0,Tolerant,-33.0,Routinely Available,Yes,,False
1001,STSE,,Stenotaphrum secundatum,,Medium,Rapid,,0.9,No,None,No,Yes,200.0,High,4.8,7.5,40.0,60.0,12.0,Tolerant,2.0,Routinely Available,No,Low,False
1002,STPE15,,Stuckenia pectinata,,,,,,,,,,,,,,,,,,,,,,False
1003,STPE15,STPE12,Stuckenia pectinatus,,,Slow,,,No,None,Yes,Yes,125.0,High,6.0,8.5,12.0,60.0,0.0,Intolerant,-38.0,Routinely Available,Yes,,False
1004,SWMA,,Swietenia macrophylla,,High,Rapid,60.0,60.0,Yes,None,No,Yes,365.0,Low,4.0,7.5,30.0,100.0,60.0,Intolerant,17.0,Routinely Available,Yes,,False
1005,SWMA2,,Swietenia mahagoni,,,Rapid,82.0,60.0,No,None,Yes,Yes,365.0,,6.0,7.0,23.0,32.0,36.0,Intermediate,40.0,Routinely Available,Yes,Medium,False
1006,SYAL,,Symphoricarpos albus,,Medium,Moderate,3.0,3.0,No,None,Yes,Yes,150.0,Medium,6.0,7.8,12.0,45.0,18.0,Intolerant,-38.0,Routinely Available,No,High,True
1007,SYOC,,Symphoricarpos occidentalis,NE&GP,Medium,Moderate,3.0,3.0,No,None,No,Yes,110.0,Low,6.6,8.0,12.0,45.0,18.0,Intermediate,-36.0,Routinely Available,Yes,High,True
1008,SYOR,,Symphoricarpos orbiculatus,,High,Moderate,2.0,2.0,No,None,No,Yes,130.0,High,5.5,7.5,15.0,60.0,18.0,Intermediate,-23.0,Routinely Available,Yes,Low,True
1009,SYOR2,,Symphoricarpos oreophilus,,Medium,Moderate,5.0,5.0,No,None,No,Yes,100.0,Low,5.2,7.5,12.0,40.0,12.0,Intermediate,-33.0,Routinely Available,Yes,Low,True
1010,SYCHC,,Symphyotrichum chilense var. chilense,,Medium,Slow,,3.5,No,None,No,Yes,120.0,Medium,5.9,8.0,10.0,20.0,10.0,Intermediate,-28.0,Routinely Available,Yes,Low,False
1011,SYCHI,,Symphyotrichum chilense var. invenustum,,High,Moderate,,3.0,No,None,No,Yes,90.0,Medium,6.0,7.5,10.0,40.0,10.0,Intermediate,-33.0,Routinely Available,Yes,Low,False
1012,SYLAL7,,Symphyotrichum lateriflorum var. lateriflorum,,Medium,Moderate,,5.0,No,None,Yes,Yes,120.0,Medium,5.2,7.2,26.0,60.0,10.0,Intolerant,-38.0,Routinely Available,Yes,Low,False
1013,SYNON,,Symphyotrichum novi-belgii var. novi-belgii,,Medium,Moderate,,6.0,No,None,No,Yes,180.0,High,5.5,7.0,40.0,60.0,10.0,Intolerant,-33.0,Routinely Available,Yes,Low,False
1014,SYPUP,,Symphyotrichum puniceum var. puniceum,,Medium,Slow,,8.1,No,None,No,Yes,90.0,High,4.5,7.5,17.0,25.0,10.0,Intolerant,-35.0,Routinely Available,Yes,Low,False
1015,SYFO,,Symplocarpus foetidus,,,Moderate,,2.0,No,None,Yes,Yes,150.0,High,4.0,7.0,40.0,60.0,12.0,Tolerant,-33.0,Routinely Available,Yes,,False
1016,SYVU,,Syringa vulgaris,,Low,Moderate,20.0,20.0,No,None,Yes,Yes,110.0,Medium,5.8,7.8,30.0,50.0,14.0,Intermediate,-38.0,Routinely Available,Yes,Low,True
1017,TAIN2,,Tamarindus indica,,High,Moderate,40.0,50.0,Yes,None,No,Yes,365.0,Low,4.5,8.0,39.0,80.0,60.0,Intolerant,26.0,Routinely Available,Yes,High,False
1018,TAOF,,Taraxacum officinale,"KY, N'EAST, NE&GP, SWSS, WSWS",Low,Rapid,,0.5,No,None,Yes,Yes,100.0,Medium,4.8,7.5,12.0,55.0,6.0,Intermediate,-38.0,Routinely Available,Yes,Low,True
1019,TAAS,,Taxodium ascendens,,High,Slow,35.0,100.0,No,None,No,Yes,140.0,High,5.2,7.2,40.0,100.0,36.0,Intermediate,7.0,Routinely Available,Yes,Low,False
1020,TADI2,,Taxodium distichum,,High,Rapid,45.0,130.0,No,None,Yes,Yes,160.0,High,4.5,6.0,40.0,65.0,40.0,Intermediate,-18.0,Routinely Available,Yes,,True
1021,TABA80,,Taxus baccata,,High,Slow,25.0,40.0,Yes,None,No,Yes,120.0,Medium,5.3,7.8,35.0,50.0,16.0,Tolerant,-28.0,Routinely Available,No,Low,True
1022,TACA7,,Taxus canadensis,,High,Moderate,5.0,5.0,Yes,None,No,No,120.0,Medium,5.3,7.5,12.0,50.0,24.0,Tolerant,-28.0,Routinely Available,No,High,False
1023,TACU,,Taxus cuspidata,,High,Slow,30.0,50.0,Yes,None,No,Yes,120.0,Medium,5.3,7.8,35.0,50.0,16.0,Tolerant,-28.0,Routinely Available,No,Low,False
1024,TEST,,Tecoma stans,,High,Rapid,20.0,20.0,No,None,Yes,Yes,200.0,Low,6.5,8.0,10.0,40.0,12.0,Intolerant,17.0,Routinely Available,Yes,Low,True
1025,TECA,,Terminalia catappa,FLEPPC,Medium,Moderate,45.0,45.0,Yes,None,Yes,Yes,365.0,Medium,6.0,7.5,20.0,100.0,33.0,Intermediate,31.0,Routinely Available,Yes,,False
1026,TECA3,,Teucrium canadense,"NE&GP, SWSS",,Moderate,,3.3,No,None,No,Yes,120.0,High,4.5,8.0,20.0,60.0,4.0,Intermediate,-43.0,Routinely Available,Yes,Low,True
1027,THNO,,Thelypteris noveboracensis,,,Moderate,,1.5,No,None,Yes,Yes,100.0,Low,4.0,7.0,30.0,60.0,6.0,Tolerant,-28.0,Routinely Available,Yes,Low,False
1028,THPO3,,Thespesia populnea,FLEPPC,Medium,Rapid,30.0,30.0,Yes,None,Yes,Yes,365.0,Low,6.0,7.5,20.0,100.0,48.0,Intermediate,31.0,Routinely Available,Yes,Low,False
1029,THIN6,,Thinopyrum intermedium,,Medium,Rapid,,3.0,No,None,Yes,Yes,90.0,Low,5.6,8.4,12.0,30.0,16.0,Intolerant,-38.0,Routinely Available,Yes,Medium,False
1030,THPO7,,Thinopyrum ponticum,,Medium,Rapid,,5.0,No,None,Yes,Yes,90.0,Medium,6.6,10.0,10.0,28.0,20.0,Intolerant,-38.0,Routinely Available,Yes,Low,False
1031,THOC2,,Thuja occidentalis,,High,Slow,25.0,50.0,Yes,None,Yes,Yes,100.0,Medium,5.2,7.0,35.0,55.0,30.0,Intermediate,-33.0,Routinely Available,Yes,Medium,True
1032,TIAM,,Tilia americana,,High,Moderate,60.0,100.0,No,None,Yes,Yes,80.0,Medium,4.5,7.5,21.0,80.0,30.0,Tolerant,-46.0,Routinely Available,Yes,Medium,True
1033,TICO2,,Tilia cordata,,High,Moderate,45.0,100.0,No,None,Yes,Yes,140.0,Medium,4.8,7.2,30.0,60.0,26.0,Intermediate,-33.0,Routinely Available,Yes,,True
1034,TRJA,,Trachelospermum jasminoides,,Low,Rapid,,2.0,Yes,None,Yes,Yes,215.0,Medium,5.5,7.0,30.0,60.0,12.0,Intermediate,7.0,Routinely Available,No,,False
1035,TRAL6,,Trifolium alexandrinum,,Low,Rapid,,1.5,No,High,No,Yes,120.0,Medium,6.5,8.0,12.0,50.0,12.0,Intolerant,-2.0,Routinely Available,Yes,High,False
1036,TRAM15,,Trifolium ambiguum,,Low,Slow,,1.5,No,Low,No,Yes,160.0,Medium,5.7,7.4,20.0,50.0,12.0,Intolerant,-34.0,Routinely Available,Yes,High,False
1037,TRFR2,,Trifolium fragiferum,,Low,Rapid,,0.5,No,Medium,No,Yes,150.0,High,6.0,8.6,20.0,59.0,12.0,Intolerant,-40.0,Routinely Available,Yes,High,False
1038,TRHI4,,Trifolium hirtum,,Low,Rapid,,1.0,No,Low,No,Yes,160.0,Medium,5.0,7.5,10.0,53.0,10.0,Intermediate,10.0,Routinely Available,Yes,High,False
1039,TRHY,,Trifolium hybridum,,Low,Rapid,,2.0,No,High,No,Yes,50.0,High,5.6,7.5,26.0,60.0,12.0,Intolerant,-38.0,Routinely Available,Yes,High,False
1040,TRIN3,,Trifolium incarnatum,SWSS,Low,Rapid,,1.5,No,Medium,Yes,Yes,180.0,Medium,5.5,7.5,32.0,65.0,12.0,Intolerant,-7.0,Routinely Available,Yes,High,True
1041,TRPR2,,Trifolium pratense,,Low,Rapid,,2.0,No,Medium,Yes,Yes,120.0,Medium,5.5,7.6,18.0,65.0,12.0,Intolerant,-34.0,Routinely Available,Yes,High,True
1042,TRRE3,,Trifolium repens,"N'EAST, NE&GP",Low,Moderate,,0.5,No,High,No,Yes,150.0,Medium,5.2,8.0,24.0,70.0,12.0,Intolerant,-62.0,Routinely Available,Yes,High,True
1043,TRSU3,,Trifolium subterraneum,,Low,Rapid,,0.5,No,Medium,No,Yes,180.0,Low,5.0,8.0,16.0,45.0,10.0,Intermediate,5.0,Routinely Available,Yes,High,False
1044,TRVE,,Trifolium vesiculosum,,Low,Rapid,,3.0,No,High,Yes,Yes,210.0,Medium,6.0,7.5,36.0,70.0,10.0,Intolerant,-3.0,Routinely Available,Yes,High,False
1045,TRDA3,,Tripsacum dactyloides,SWSS,Low,Rapid,,5.0,No,None,Yes,Yes,140.0,High,5.1,7.5,16.0,60.0,20.0,Intolerant,-23.0,Routinely Available,Yes,High,False
1046,TRSP2,,Trisetum spicatum,,Medium,Moderate,,1.9,No,None,No,No,90.0,Medium,4.9,7.5,12.0,50.0,12.0,Intermediate,-38.0,Routinely Available,Yes,High,False
1047,TRAE,,Triticum aestivum,SWSS,Low,Rapid,,3.3,No,None,Yes,Yes,100.0,Low,5.5,8.0,10.0,100.0,18.0,Tolerant,-28.0,Routinely Available,Yes,Medium,False
1048,TSCA,,Tsuga canadensis,,High,Slow,22.0,105.0,Yes,None,Yes,Yes,80.0,Medium,4.2,5.7,32.0,55.0,28.0,Tolerant,-33.0,Routinely Available,Yes,Medium,True
1049,TSHE,,Tsuga heterophylla,,High,Slow,40.0,170.0,Yes,None,No,Yes,150.0,Medium,4.5,6.0,38.0,150.0,36.0,Tolerant,-23.0,Routinely Available,Yes,Low,False
1050,TYAN,,Typha angustifolia,,Medium,Rapid,,4.9,No,None,Yes,Yes,130.0,High,3.7,8.5,30.0,60.0,10.0,Intolerant,-33.0,Routinely Available,Yes,Low,False
1051,TYLA,,Typha latifolia,"NE&GP, SWSS, WSWS",High,Rapid,,5.0,No,None,Yes,Yes,100.0,High,5.5,8.7,14.0,180.0,14.0,Intermediate,-36.0,Routinely Available,Yes,Low,False
1052,ULAM,,Ulmus americana,,High,Rapid,50.0,120.0,No,None,Yes,Yes,80.0,High,5.0,8.0,15.0,70.0,42.0,Intermediate,-46.0,Routinely Available,Yes,Low,False
1053,ULCR,,Ulmus crassifolia,,High,Rapid,35.0,90.0,No,None,Yes,Yes,220.0,Medium,5.0,8.1,20.0,70.0,24.0,Intermediate,-10.0,Routinely Available,Yes,Low,True
1054,ULPA,,Ulmus parvifolia,WI,High,Rapid,40.0,60.0,No,None,Yes,Yes,140.0,Medium,4.8,7.0,16.0,55.0,24.0,Intolerant,-13.0,Routinely Available,Yes,,True
1055,ULPU,,Ulmus pumila,"NE&GP, SEEPPC, STATE",High,Rapid,40.0,70.0,No,None,Yes,Yes,90.0,Medium,5.5,8.0,16.0,50.0,24.0,Intolerant,-38.0,Routinely Available,Yes,Low,True
1056,ULRU,,Ulmus rubra,,High,Rapid,45.0,85.0,No,None,Yes,Yes,90.0,High,5.0,7.5,21.0,83.0,40.0,Tolerant,-43.0,Routinely Available,Yes,Low,True
1057,UMCA,,Umbellularia californica,,High,Moderate,30.0,80.0,Yes,None,Yes,Yes,140.0,High,5.7,7.4,13.0,84.0,16.0,Tolerant,-13.0,Routinely Available,Yes,Medium,True
1058,UNPA,,Uniola paniculata,,High,Slow,,6.0,No,None,Yes,Yes,180.0,Low,6.0,7.5,35.0,65.0,20.0,Intolerant,7.0,Routinely Available,No,High,False
1059,URBR2,,Urochloa brizantha,,Medium,Rapid,,2.0,No,None,No,Yes,120.0,Low,5.0,7.5,12.0,48.0,6.0,Intolerant,17.0,Routinely Available,Yes,Medium,False
1060,URMA3,,Urochloa maxima,,Medium,Rapid,,5.0,No,None,Yes,Yes,300.0,Medium,5.2,6.9,28.0,100.0,12.0,Intolerant,22.0,Routinely Available,Yes,High,False
1061,URMU,,Urochloa mutica,FLEPPC,Medium,Rapid,,3.0,No,None,Yes,Yes,365.0,Medium,5.3,8.7,30.0,200.0,36.0,Intermediate,17.0,Routinely Available,Yes,Medium,False
1062,VAAN,,Vaccinium angustifolium,,Medium,Moderate,1.0,2.0,No,None,Yes,Yes,100.0,Medium,4.7,7.5,32.0,50.0,16.0,Intolerant,-33.0,Routinely Available,Yes,High,True
1063,VACO,,Vaccinium corymbosum,,Medium,Moderate,12.0,12.0,No,None,Yes,Yes,100.0,Medium,4.7,7.5,32.0,50.0,16.0,Tolerant,-33.0,Routinely Available,Yes,Medium,False
1064,VAEL,,Vaccinium elliottii,,Medium,Moderate,8.0,10.0,No,None,Yes,Yes,190.0,Medium,4.5,5.6,36.0,50.0,12.0,Intermediate,-3.0,Routinely Available,Yes,High,False
1065,VAUL,,Vaccinium uliginosum,,Medium,Moderate,2.0,2.0,No,None,No,Yes,90.0,Medium,4.5,5.7,18.0,45.0,12.0,Intermediate,-38.0,Routinely Available,Yes,Medium,False
1066,VAVI,,Vaccinium vitis-idaea,,Low,Moderate,1.0,0.5,Yes,None,Yes,No,120.0,,4.5,6.0,10.0,276.0,12.0,Intolerant,-62.0,Routinely Available,Yes,Medium,False
1067,VAAM3,,Vallisneria americana,,Low,Rapid,,1.0,No,None,Yes,Yes,90.0,High,5.0,8.8,,,0.0,Intolerant,-33.0,Routinely Available,Yes,,False
1068,VEMI2,,Vernonia missurica,,High,Moderate,,6.0,No,None,Yes,Yes,165.0,Medium,5.0,7.0,34.0,55.0,8.0,Intolerant,-33.0,Routinely Available,Yes,Low,False
1069,VENO,,Vernonia noveboracensis,,,Moderate,,6.6,No,None,No,Yes,140.0,Medium,4.5,8.0,40.0,60.0,6.0,Intermediate,-33.0,Routinely Available,Yes,Medium,True
1070,VEAM2,,Veronica americana,,Medium,Rapid,,0.8,No,None,No,Yes,100.0,High,5.7,7.5,16.0,60.0,6.0,Tolerant,-38.0,Routinely Available,Yes,Medium,False
1071,VEWO2,,Veronica wormskjoldii,,Medium,Moderate,,1.0,No,None,No,Yes,80.0,High,6.0,7.3,32.0,55.0,6.0,Intermediate,-28.0,Routinely Available,Yes,Low,False
1072,VEZI80,,Vetiveria zizanioides,,Medium,Rapid,,7.0,Yes,None,Yes,Yes,365.0,Low,3.0,8.0,12.0,200.0,24.0,Intermediate,14.0,Routinely Available,Yes,Low,False
1073,VIED,,Viburnum edule,,High,Rapid,12.0,2.0,No,None,Yes,Yes,120.0,,5.0,7.3,8.0,180.0,12.0,Tolerant,-62.0,Routinely Available,Yes,Medium,True
1074,VILA11,,Viburnum lantanoides,,High,Slow,10.0,10.0,No,None,No,Yes,110.0,Medium,4.9,7.0,30.0,50.0,14.0,Tolerant,-38.0,Routinely Available,Yes,High,False
1075,VILE,,Viburnum lentago,,,Slow,28.0,28.0,No,None,No,Yes,128.0,Medium,5.0,7.0,38.0,60.0,14.0,Tolerant,-33.0,Routinely Available,Yes,Low,True
1076,VINUC,,Viburnum nudum var. cassinoides,,Medium,Slow,15.0,15.0,No,None,No,Yes,110.0,Medium,4.9,7.0,35.0,50.0,14.0,Tolerant,-33.0,Routinely Available,Yes,High,False
1077,VIOP,,Viburnum opulus,WI,Medium,Slow,12.0,12.0,No,None,No,Yes,110.0,Medium,5.2,7.0,30.0,50.0,14.0,Tolerant,-38.0,Routinely Available,Yes,Low,True
1078,VIOPA2,,Viburnum opulus var. americanum,,High,Slow,6.0,6.0,No,None,No,Yes,130.0,High,5.5,7.5,32.0,60.0,14.0,Intolerant,-38.0,Routinely Available,Yes,Low,False
1079,VIPR,,Viburnum prunifolium,,Medium,Slow,16.0,16.0,No,None,No,Yes,110.0,Medium,4.8,7.5,35.0,50.0,18.0,Tolerant,-33.0,Routinely Available,Yes,Medium,True
1080,VIRE7,,Viburnum recognitum,,,,,,,,,,,,,,,,,,,,,,False
1081,VIRE7,VIDEL,Viburnum dentatum var. lucidum,,High,Slow,9.0,9.0,No,None,No,Yes,128.0,Medium,5.0,7.0,38.0,60.0,14.0,Tolerant,-28.0,Routinely Available,Yes,Low,False
1082,VICR,,Vicia cracca,,Low,Moderate,,1.5,No,Medium,Yes,Yes,110.0,Low,4.9,7.0,32.0,60.0,12.0,Intermediate,-33.0,Routinely Available,Yes,High,False
1083,VILU2,,Vicia lutea,,Low,Moderate,,2.0,No,High,No,Yes,110.0,Medium,5.5,6.9,32.0,58.0,10.0,Intolerant,-23.0,Routinely Available,Yes,High,False
1084,VIVI,,Vicia villosa,"N'EAST, SWSS, WSWS",Low,Rapid,,1.5,No,Medium,Yes,Yes,100.0,Medium,6.0,7.5,18.0,65.0,6.0,Intolerant,-30.0,Routinely Available,Yes,High,False
1085,VIRA4,,Vigna radiata,,Low,Rapid,,3.0,No,Medium,No,Yes,120.0,Medium,6.0,6.9,32.0,58.0,6.0,Intolerant,47.0,Routinely Available,Yes,High,False
1086,VIUN,,Vigna unguiculata,SWSS,Low,Rapid,,2.5,No,High,No,Yes,120.0,Medium,6.0,8.0,13.0,150.0,6.0,Intolerant,47.0,Routinely Available,Yes,High,False
1087,VIMI2,,Vinca minor,"SEEPPC, WI",High,Moderate,,0.3,Yes,None,Yes,Yes,130.0,Low,5.5,7.7,30.0,60.0,8.0,Tolerant,-33.0,Routinely Available,No,Low,False
1088,VISO,,Viola sororia,,Low,Moderate,,0.3,No,None,No,Yes,75.0,High,6.0,7.8,10.0,36.0,6.0,Intermediate,-28.0,Routinely Available,Yes,,True
1089,VITRV,,Vitex trifolia var. variegata,,,Rapid,20.0,10.0,Yes,None,No,Yes,365.0,,6.0,8.5,30.0,60.0,24.0,Intolerant,32.0,Routinely Available,No,,False
1090,VIPA7,,Vitis palmata,,High,Moderate,,30.0,No,None,Yes,Yes,165.0,Medium,5.5,7.0,32.0,55.0,16.0,Intermediate,-13.0,Routinely Available,Yes,Medium,False
1091,VIRI,,Vitis riparia,N'EAST,High,Moderate,,45.0,No,None,Yes,Yes,170.0,Medium,6.1,8.5,32.0,55.0,16.0,Intermediate,-33.0,Routinely Available,Yes,High,True
1092,VIRO3,,Vitis rotundifolia,,High,Moderate,,30.0,No,None,No,Yes,170.0,Medium,6.0,8.0,35.0,55.0,16.0,Intermediate,-18.0,Routinely Available,Yes,High,False
1093,WIFR,,Wisteria frutescens,,,Rapid,,50.0,No,Medium,Yes,Yes,160.0,Medium,4.0,7.0,40.0,60.0,12.0,Tolerant,-3.0,Routinely Available,Yes,High,False
1094,YUAL,,Yucca aloifolia,,High,Slow,20.0,15.0,Yes,None,Yes,Yes,276.0,,5.0,8.5,30.0,75.0,24.0,Intermediate,-1.0,Routinely Available,Yes,,False
1095,ZEMA,,Zea mays,SWSS,Medium,Rapid,,8.0,No,None,No,Yes,90.0,High,5.5,7.5,20.0,50.0,8.0,Tolerant,32.0,Routinely Available,Yes,Low,True
1096,ZESE80,,Zelkova serrata,,High,Slow,40.0,89.0,No,None,Yes,Yes,110.0,Medium,6.0,6.9,20.0,70.0,36.0,Intolerant,-33.0,Routinely Available,Yes,Low,True
1097,ZIAQ,,Zizania aquatica,,,Rapid,,9.8,No,None,Yes,Yes,95.0,High,6.4,7.4,30.0,50.0,6.0,Intolerant,32.0,Routinely Available,Yes,High,False
1098,ZIMI,,Zizaniopsis miliacea,,Medium,Rapid,,9.0,No,None,Yes,Yes,120.0,High,4.3,9.0,35.0,70.0,16.0,Intolerant,12.0,Routinely Available,Yes,Low,False
